lat,lng,site_name,dev_stat,label,status,lith,unit_name,map_source,n_mrds_records,age_span,b_age,t_age,age_mid,lith_metamorphic,lith_plutonic,lith_volcanic,lith_sedimentary,lith_unconsolidated,lith_schist,lith_gneiss,lith_quartz,lith_mafic,lith_felsic
34.94181,-83.63179,Newton Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,3,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.90572,-83.9166,Killian Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,3,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.82092,-83.9749,Coosa Creek Placer Mine,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.81952,-83.9221,Crumley Creek,Past Producer,1,OK,sedimentary rocks,Neoproterozoic sedimentary rocks,154,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.89732,-83.9916,Wellborn-Robinson Property,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,1,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.63072,-83.7763,Baker & Son Placer,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,9,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.70842,-83.68459,Lumsden Mine,Past Producer,1,OK,volcanic: interlayered sedimentary and volcanic rocks,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,7,514.6,1000.0,485.4,742.7,0,0,1,1,0,0,0,0,0,0
34.68622,-83.7388,Nichols Mine,Past Producer,1,OK,sedimentary,Neoproterozoic sedimentary,7,10,459.0,1000.0,541.0,770.5,0,0,0,1,0,0,0,0,0,0
34.50842,-83.64159,Crow Heirs Mine,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,3,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.61122,-83.51799,H. Woods,Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
34.73622,-83.56379,Ls Prade Placer(Shelton Mine; K & M Berron),Past Producer,1,OK,sedimentary,Neoproterozoic-Cambrian sedimentary,7,1,514.6,1000.0,485.4,742.7,0,0,0,1,0,0,0,0,0,0
